Area,Perimeter,Length,Width,AspectRation,Class,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Eccentricity,Color
52196,913.614,373.0085089,179.0470745,2.08329854,HOROZ,52904,257.7945137,0.674305941,0.986617269,0.785817316,0.69112234,0.007146304,0.001005729,0.477650089,0.995087734,0.877264102,
52203,889.797,360.3593486,185.3790152,1.943905831,HOROZ,52821,257.8117995,0.752812067,0.988300108,0.828559024,0.715429752,0.006903039,0.001115548,0.51183973,0.994968236,0.857533448,
52266,901.21,374.4981637,178.0553307,2.103268474,HOROZ,52856,257.9673197,0.761573096,0.988837596,0.808680785,0.688834672,0.007165235,0.000995108,0.474493205,0.9979866,0.879742487,
52272,922.249,383.0831119,174.7655391,2.191983121,HOROZ,52913,257.9821263,0.658802178,0.987885775,0.772293883,0.673436438,0.007328648,0.000929801,0.453516636,0.994100811,0.889873226,
52319,892.41,362.4719118,184.5235704,1.964366455,HOROZ,52908,258.0980816,0.757543728,0.988867468,0.825544412,0.712049881,0.006928112,0.001098592,0.507015033,0.995963323,0.860725131,
52379,908.583,380.6054979,176.2625417,2.159310164,HOROZ,52862,258.2460341,0.834991232,0.990863002,0.797329538,0.678513672,0.007266376,0.000950018,0.460380804,0.994104948,0.886300359,
52398,904.806,358.823553,186.3452156,1.925585006,HOROZ,53028,258.292868,0.673842593,0.988119484,0.804291781,0.719832536,0.006848039,0.001134154,0.518158879,0.997758969,0.854578221,
52452,878.032,342.1508562,198.7842347,1.721217262,HOROZ,53647,258.4259287,0.675362132,0.977724756,0.854970693,0.755298208,0.006523123,0.001309511,0.570475384,0.981912078,0.813914849,
52461,899.967,370.1090198,181.3182961,2.041211658,HOROZ,53069,258.4480988,0.748929306,0.988543217,0.813941625,0.698302622,0.007054936,0.001034779,0.487626551,0.995349001,0.87177577,
52462,903.657,364.9769654,183.8306827,1.985397432,HOROZ,53123,258.450562,0.809623754,0.987557179,0.807323274,0.70812842,0.006956978,0.001079067,0.50144586,0.995569323,0.863891766,
52481,909.971,365.4412629,185.1951713,1.973276411,HOROZ,53276,258.4973589,0.836430575,0.985077709,0.796446965,0.707356791,0.006963306,0.001075349,0.500353629,0.987336013,0.862080491,
52502,895.985,349.7622227,192.6507381,1.815524956,HOROZ,53247,258.5490719,0.662076445,0.986008601,0.821834244,0.739213829,0.006661884,0.001227036,0.546437085,0.992070164,0.834634044,
52559,919.485,376.5607098,178.6433824,2.107890618,HOROZ,53180,258.6893837,0.601223976,0.988322678,0.781209759,0.686979223,0.007164533,0.000984333,0.471940452,0.994798852,0.880305133,
52563,908.526,378.3836274,177.4124465,2.132790764,HOROZ,53213,258.6992273,0.811558177,0.98778494,0.800230846,0.683695616,0.007198669,0.000970249,0.467439696,0.996951065,0.883267586,
52645,909.85,373.0269822,180.4283802,2.067451815,HOROZ,53307,258.9009383,0.741980494,0.987581368,0.799148328,0.694054185,0.007085706,0.00101423,0.481711212,0.99591472,0.875240929,
52687,907.204,375.6454924,179.4649915,2.09314078,HOROZ,53290,259.0041928,0.786654921,0.988684556,0.804458087,0.689491018,0.007129757,0.00099396,0.475397863,0.995074655,0.87849532,
52692,908.744,376.8417353,178.8124116,2.107469677,HOROZ,53308,259.0164823,0.703497997,0.988444511,0.801809937,0.687334916,0.007151783,0.000984618,0.472429286,0.995630395,0.880254061,
52743,915.674,374.7168983,180.5121916,2.075853686,HOROZ,53447,259.1418015,0.678488731,0.986828073,0.790483714,0.691566894,0.007104581,0.001002432,0.478264769,0.992807684,0.876319958,
52744,918.914,390.0784989,173.9985977,2.241848521,HOROZ,53485,259.1442582,0.813009634,0.986145648,0.784934089,0.664338739,0.007395694,0.000888622,0.44134596,0.989430789,0.895002826,
52784,914.54,383.4384506,175.842829,2.180574851,HOROZ,53295,259.2425045,0.731586972,0.990411859,0.793061289,0.676099395,0.007264293,0.000936301,0.457110392,0.996763425,0.88864556,
52921,901.041,364.5229899,185.5050335,1.965030183,HOROZ,53640,259.5787163,0.641653329,0.986595824,0.819122395,0.712105199,0.006888059,0.00109258,0.507093814,0.996454651,0.860826806,
52922,931.369,380.9248103,178.9937156,2.128146282,HOROZ,53803,259.5811688,0.58220022,0.983625448,0.766659559,0.681449887,0.007197854,0.000957455,0.464373948,0.988255691,0.882723642,
52948,942.553,370.4330203,182.8715928,2.025645507,HOROZ,53826,259.6449256,0.626099707,0.98368818,0.748941445,0.700922735,0.006996166,0.001041647,0.49129268,0.99518481,0.869649432,
52961,909.106,364.0186631,189.9490931,1.916401164,HOROZ,54429,259.6767982,0.615925848,0.973029084,0.805261606,0.713361222,0.006873334,0.001097957,0.508884232,0.975226335,0.853060871,
52968,924.79,387.708889,174.7193865,2.219037605,HOROZ,53585,259.6939587,0.677097714,0.988485584,0.778282363,0.669816881,0.007319681,0.000908859,0.448654654,0.995581549,0.892702836,
52983,917.359,368.4893717,184.0945033,2.001631581,HOROZ,53699,259.7307275,0.795540541,0.986666418,0.791166258,0.704852697,0.00695486,0.001058916,0.496817325,0.994445247,0.866260582,
52999,900.505,365.599691,185.0485891,1.975695642,HOROZ,53586,259.7699417,0.793707132,0.989045646,0.821306542,0.710531076,0.006898238,0.001084552,0.50485441,0.997438657,0.862444973,
53002,931.496,382.7761912,177.3468881,2.15834738,HOROZ,53702,259.7772938,0.623061822,0.986965104,0.767609133,0.67866628,0.00722192,0.000945056,0.46058792,0.994108729,0.886192384,
53009,903.591,375.4326141,180.6114155,2.078675997,HOROZ,53622,259.7944476,0.763246559,0.988568125,0.815860078,0.691986892,0.007082432,0.001001737,0.478845858,0.995365391,0.876679193,
53027,910.442,375.7425792,180.6354243,2.080115684,HOROZ,53644,259.8385524,0.625318396,0.988498248,0.803900601,0.691533424,0.007085873,0.000999599,0.478218477,0.994749754,0.876861822,
53053,899.852,367.3485325,184.9215368,1.986510273,HOROZ,53506,259.9022462,0.697606838,0.99153366,0.823337011,0.707508601,0.00692418,0.001070225,0.50056842,0.994384309,0.864056213,
53174,904.614,361.9145741,189.0746055,1.914136344,HOROZ,53848,260.1984619,0.762154569,0.987483286,0.816549629,0.718949941,0.006806232,0.001121711,0.516889018,0.989396056,0.852682897,
53256,900.495,358.4249512,191.0051743,1.876519589,HOROZ,53850,260.3990115,0.812175929,0.988969359,0.825307509,0.726509164,0.006730227,0.001156575,0.527815565,0.990456247,0.846177316,
53281,913.484,367.8415066,185.67114,1.981145302,HOROZ,54004,260.460124,0.65956525,0.986612103,0.802380455,0.708077037,0.006903803,0.001070509,0.50137309,0.993292942,0.863260576,
53325,917.32,376.7533936,182.1170851,2.068742718,HOROZ,54155,260.5676471,0.703969689,0.984673622,0.796340867,0.691613272,0.00706523,0.000997147,0.478328917,0.989539465,0.875407658,
53361,922.495,370.0178761,185.7616169,1.991896292,HOROZ,54294,260.6555876,0.696709753,0.982815781,0.787962922,0.704440527,0.006934238,0.001053309,0.496236456,0.988451557,0.864847786,
53388,919.291,380.3470162,179.9586102,2.11352497,HOROZ,54005,260.7215235,0.590601354,0.988575132,0.793866543,0.685483289,0.007124204,0.000970295,0.469887339,0.993118624,0.880985526,
53447,936.493,372.025377,184.0816331,2.020980425,HOROZ,54285,260.8655476,0.613360417,0.984562955,0.765815454,0.701203638,0.006960641,0.00103802,0.491686542,0.993688876,0.869001561,
53473,899.337,349.4782173,196.1545287,1.781647458,HOROZ,54218,260.9289907,0.82458981,0.986259176,0.830805746,0.746624475,0.006535601,0.001252778,0.557448107,0.993176003,0.827627154,
53544,905.381,361.8430229,190.0554191,1.903881639,HOROZ,54466,261.1021604,0.649679674,0.983072008,0.820838888,0.721589595,0.006757863,0.001130187,0.520691544,0.99133507,0.850952448,
53566,921.082,358.423533,192.9712758,1.857393187,HOROZ,54665,261.1557954,0.691584683,0.979895729,0.793418806,0.728623462,0.006691251,0.001163321,0.530892149,0.986075461,0.842696458,
53574,927.901,377.7799429,181.8434323,2.077501168,HOROZ,54126,261.1752962,0.824735602,0.989801574,0.781916994,0.69134241,0.007051554,0.000993659,0.477954328,0.992950675,0.876529852,
53576,935.254,397.7631863,172.2405901,2.309346397,HOROZ,54159,261.1801712,0.615130257,0.989235399,0.76969914,0.656622282,0.007424279,0.000851327,0.431152822,0.995681216,0.901382894,
53607,929.682,385.1188504,177.7240706,2.166948175,HOROZ,54178,261.255722,0.717592097,0.989460667,0.779403807,0.678376874,0.007184115,0.000938506,0.460195184,0.997219113,0.887151391,
53624,933.414,383.6631398,179.5360209,2.136970274,HOROZ,54374,261.2971438,0.58677288,0.986206643,0.773428995,0.681058764,0.007154691,0.000949531,0.46384104,0.991214514,0.883753762,
53651,921.453,388.8616732,176.213146,2.206768802,HOROZ,54216,261.3629178,0.788197097,0.989578722,0.79403804,0.672123112,0.007247986,0.000912415,0.451749477,0.996906653,0.891433655,
53709,915.904,360.8947204,195.8243881,1.84295084,HOROZ,55433,261.5041543,0.728307004,0.968899392,0.804557373,0.724599556,0.006719446,0.00114263,0.525044517,0.967631233,0.839986001,
53746,912.86,383.563625,179.4455217,2.137493438,HOROZ,54488,261.5942136,0.816064379,0.986382323,0.810489993,0.682009963,0.007136599,0.000952432,0.465137589,0.994228544,0.883814399,
53759,899.51,354.1312794,194.4597156,1.821103556,HOROZ,54419,261.6258487,0.790806119,0.987871883,0.834928054,0.738782095,0.006587386,0.001210482,0.545798985,0.993956471,0.835745098,
53791,913.861,373.1675803,184.4092628,2.023583711,HOROZ,54510,261.7037034,0.783794023,0.98680976,0.809392535,0.701303428,0.006937361,0.001035137,0.491826498,0.995252091,0.869363709,
53937,922.703,377.5391788,186.636221,2.022861247,HOROZ,55245,262.0586219,0.621644672,0.976323649,0.796109462,0.694122985,0.006999633,0.001002307,0.481806719,0.97462814,0.869263361,
53966,929.74,392.151163,175.599397,2.233214747,HOROZ,54454,262.1290622,0.757449436,0.991038308,0.784525494,0.668438824,0.007266634,0.00089487,0.446810461,0.997823712,0.894141275,
53978,924.848,366.1477398,189.4386666,1.932803616,HOROZ,54949,262.1582044,0.627271882,0.982329069,0.793023267,0.71599023,0.006783277,0.001099633,0.51264201,0.99083633,0.855753871,
54018,916.231,365.6682108,191.4539936,1.909953426,HOROZ,55477,262.2553216,0.682769604,0.973700813,0.808608684,0.717194752,0.006769377,0.001104783,0.514368312,0.982419519,0.851980832,
54037,920.421,375.4532964,186.7460967,2.01050144,HOROZ,55561,262.3014397,0.706680093,0.972570688,0.801545271,0.698626014,0.006948078,0.001020995,0.488078307,0.981282139,0.867527997,
54044,944.926,390.0453475,177.7349423,2.194533852,HOROZ,54889,262.3184285,0.644232259,0.984605294,0.760609511,0.672533156,0.007217181,0.000910756,0.452300846,0.992589518,0.890144871,
54085,940.816,389.9310456,177.6057363,2.195486777,HOROZ,54839,262.4179125,0.600197532,0.986250661,0.767851627,0.67298543,0.007209597,0.000912249,0.452909389,0.994356575,0.89024609,
54095,964.821,382.5080261,181.164722,2.111382514,HOROZ,55099,262.4421711,0.585399375,0.981778254,0.730253242,0.686108926,0.007071042,0.000966575,0.470745459,0.99392373,0.880727511,
54096,935.844,389.4636924,178.2750108,2.184623019,HOROZ,54749,262.4445968,0.614141047,0.988072842,0.776190096,0.673861523,0.007199492,0.000915723,0.454089352,0.992014051,0.889083588,
54113,919.682,378.6466276,183.0589144,2.068441347,HOROZ,54822,262.485831,0.816923309,0.987067236,0.803963075,0.693221098,0.006997332,0.00099678,0.480555491,0.994000847,0.875368764,
54133,919.075,359.9526927,192.9524331,1.865499631,HOROZ,54855,262.5343335,0.66732002,0.986838028,0.80532291,0.729357882,0.006649413,0.001160716,0.53196292,0.992376631,0.8441866,
54150,941.398,385.2474284,180.2060758,2.137815979,HOROZ,54996,262.5755536,0.745508364,0.984617063,0.767824176,0.681576395,0.007114449,0.000947064,0.464546383,0.99311468,0.883851759,
54160,929.492,349.4594503,202.9347314,1.722028791,HOROZ,55623,262.5997977,0.749505266,0.973697931,0.787765954,0.75144569,0.006452353,0.001269078,0.564670625,0.972379074,0.81411022,
54160,929.492,349.4594503,202.9347314,1.722028791,HOROZ,55623,262.5997977,0.749505266,0.973697931,0.787765954,0.75144569,0.006452353,0.001269078,0.564670625,0.972379074,0.81411022,
54165,947.34,391.3020017,178.3235572,2.194337124,HOROZ,55104,262.6119189,0.576591441,0.982959495,0.758432371,0.671123372,0.007224259,0.000904029,0.450406581,0.988343881,0.890123957,
54186,935.38,378.0676879,183.3518368,2.061979276,HOROZ,54886,262.6628218,0.813457035,0.987246292,0.778252989,0.694750782,0.006977221,0.001002717,0.482678649,0.995273372,0.874530274,
54187,919.972,372.9546216,186.4501232,2.000291634,HOROZ,54828,262.6652455,0.759240577,0.988308893,0.804555027,0.70428205,0.006882732,0.001044545,0.496013206,0.992171067,0.866067487,
54195,927.979,386.9359223,179.1458043,2.159893857,HOROZ,54881,262.6846344,0.801227085,0.987500228,0.790847576,0.678884072,0.007139698,0.000935496,0.460883583,0.995459619,0.886365742,
54221,922.349,380.1850559,182.1473635,2.087238863,HOROZ,54903,262.7476382,0.672566921,0.987578092,0.800915732,0.691104593,0.007011768,0.000986694,0.477625558,0.996918626,0.877759316,
54306,926.309,374.4387362,191.6264209,1.954003704,HOROZ,56858,262.9535068,0.776110444,0.955116255,0.79532734,0.702260427,0.006894979,0.00103444,0.493169707,0.963655435,0.859122643,
54340,939.694,383.1179338,182.1098958,2.103773286,HOROZ,55162,263.0358091,0.787501993,0.985098437,0.773315278,0.686566161,0.007050385,0.000966323,0.471373094,0.991662122,0.879804135,
54349,929.772,383.4831858,181.573601,2.111998571,HOROZ,55056,263.0575907,0.816198114,0.987158529,0.790038935,0.685969034,0.007055938,0.000963724,0.470553516,0.993808354,0.880801791,
54349,908.396,368.6042693,188.93584,1.95094943,HOROZ,54969,263.0575907,0.756170521,0.988720915,0.827658149,0.713658556,0.006782172,0.001085202,0.509308535,0.993635196,0.858644876,
54358,958.816,390.4237882,183.0547591,2.132825118,HOROZ,56614,263.0793705,0.720546129,0.960151199,0.743023908,0.67383028,0.007182453,0.000913387,0.454047246,0.968403371,0.883271595,
54388,941.251,387.0408342,182.7286998,2.118117377,HOROZ,55581,263.1519568,0.603580109,0.978535831,0.771439819,0.679907476,0.007116291,0.000938065,0.462274176,0.979150965,0.8815357,
54398,927.333,385.3302876,180.8988232,2.130087309,HOROZ,55076,263.1761478,0.608315441,0.987689738,0.794916235,0.682988481,0.007083538,0.000950788,0.466473265,0.993628782,0.882951441,
54403,939.604,372.7981194,189.8059989,1.964100826,HOROZ,56090,263.1882424,0.727672779,0.969923337,0.774360157,0.705980607,0.006852529,0.00105003,0.498408617,0.978924776,0.860684408,
54434,946.419,392.0469996,179.0746985,2.189293087,HOROZ,55300,263.2632169,0.835030987,0.984339964,0.763683156,0.671509327,0.007202245,0.00090335,0.450924777,0.987206496,0.889585627,
54435,924.191,374.3003318,187.1468124,2.000035838,HOROZ,55218,263.2656351,0.728100799,0.985819841,0.800874787,0.703353999,0.006876097,0.001038048,0.494706848,0.989431424,0.866030576,
54447,915.829,373.6820442,186.5162056,2.003482985,HOROZ,54965,263.2946515,0.641874447,0.990575821,0.815746157,0.704595405,0.006863226,0.001043439,0.496454685,0.994638515,0.866526674,
54455,942.256,391.5054793,177.9140199,2.200531917,HOROZ,55186,263.3139939,0.581715824,0.986753887,0.77074338,0.672567838,0.007189523,0.000907453,0.452347497,0.995405105,0.890779604,
54471,916.607,366.7701693,190.4947982,1.925355299,HOROZ,55292,263.3526746,0.62886467,0.985151559,0.81472093,0.718031881,0.006733311,0.001104036,0.515569782,0.992655013,0.854540566,
54485,948.85,386.3881482,184.072856,2.099104435,HOROZ,56093,263.3865156,0.806886338,0.971333321,0.760486826,0.681663029,0.007091643,0.000944508,0.464664485,0.975379282,0.879232109,
54488,934.949,383.6286711,183.0333783,2.095949245,HOROZ,55455,263.3937667,0.603330676,0.982562438,0.783312196,0.686585197,0.007040608,0.00096509,0.471399232,0.988028865,0.878843157,
54508,967.731,404.2812292,172.2055811,2.347666241,HOROZ,55628,263.442102,0.799143795,0.979866254,0.73140985,0.651630803,0.007416915,0.000824916,0.424622703,0.996872386,0.904744384,
54591,912.897,367.6080579,190.8502185,1.926160005,HOROZ,55246,263.642599,0.690500885,0.988143938,0.823165867,0.71718395,0.006733858,0.00109892,0.514352818,0.990725827,0.854672412,
54592,920.088,380.4380636,183.5300982,2.072891953,HOROZ,55212,263.6450137,0.772765235,0.988770557,0.810363994,0.693003773,0.006968751,0.000991464,0.48025423,0.995515129,0.875941239,
54605,926.444,373.6009491,186.792518,2.000085191,HOROZ,55165,263.6764027,0.657052439,0.989848636,0.799473236,0.705770163,0.006841882,0.001047149,0.498111523,0.99626548,0.866037699,
54643,933.139,379.4556544,185.2539748,2.048299664,HOROZ,55412,263.7681339,0.602153263,0.98612214,0.78859082,0.695122423,0.006944268,0.001000118,0.483195183,0.989728531,0.87272629,
54651,924.038,369.5577504,188.9731861,1.955609459,HOROZ,55315,263.7874416,0.647347287,0.987996023,0.804318975,0.713792205,0.006762141,0.001082807,0.509499312,0.996381675,0.859372822,
54672,931.865,386.653982,180.3778484,2.143577969,HOROZ,55205,263.8381178,0.721190376,0.990345077,0.791168203,0.682362345,0.007072249,0.000945796,0.46561837,0.998089279,0.884516061,
54689,911.217,372.1463271,187.8168312,1.981432254,HOROZ,55206,263.8791342,0.726860712,0.990635076,0.827687162,0.709073595,0.006804775,0.001061106,0.502785364,0.996235137,0.863303314,
54711,927.837,373.3052402,187.3321918,1.992744741,HOROZ,55389,263.9322048,0.780693493,0.987759302,0.798621766,0.707014465,0.006823221,0.001051677,0.499869454,0.996112226,0.864971831,
54717,922.315,378.6974903,185.5740586,2.040681188,HOROZ,55375,263.9466768,0.734446517,0.988117381,0.808301898,0.696985545,0.006921021,0.0010075,0.48578885,0.991340168,0.871704192,
54768,930.691,392.8306908,178.3087406,2.203092733,HOROZ,55185,264.0696563,0.766629339,0.992443599,0.794558206,0.672222569,0.007172632,0.000903464,0.451883183,0.995540557,0.891048883,
54821,940.045,389.1195554,180.0791384,2.160825284,HOROZ,55488,264.1973979,0.605409047,0.987979383,0.779577919,0.678962016,0.007098002,0.00093046,0.46098942,0.996117594,0.886469957,
54854,932.182,390.521444,179.4881525,2.175750536,HOROZ,55509,264.276904,0.689467069,0.988200112,0.793262165,0.676728277,0.007119288,0.00092103,0.457961161,0.996409242,0.888120068,
54860,911.589,369.7305,189.8428757,1.947560574,HOROZ,55468,264.2913571,0.691838176,0.989038725,0.829597654,0.714821626,0.006739528,0.001085425,0.510969956,0.995144942,0.858111824,
54878,943.81,384.4567977,182.5230479,2.10634658,HOROZ,55627,264.3347116,0.641397849,0.986535316,0.774174728,0.687553746,0.007005663,0.00096573,0.472730154,0.995733543,0.880117632,
54885,928.343,382.0886388,183.8431443,2.078340426,HOROZ,55534,264.3515697,0.778621081,0.988313466,0.800288541,0.691859278,0.006961622,0.000983923,0.47866926,0.994837675,0.876636564,
54942,935.192,385.795502,183.2918645,2.104815197,HOROZ,55627,264.4888033,0.69809283,0.987685836,0.78942843,0.685567359,0.007021869,0.000956826,0.470002603,0.989268622,0.87993122,
54954,917.472,347.6613338,204.8505384,1.697146303,HOROZ,56139,264.5176855,0.832510226,0.97889168,0.820396002,0.760848733,0.006326406,0.001307766,0.578890795,0.982462373,0.807969439,
54960,932.504,370.4222594,190.0218576,1.949366584,HOROZ,55675,264.5321254,0.64213109,0.987157611,0.794246265,0.714136688,0.006739852,0.001081323,0.509991209,0.994159821,0.858396289,
54982,916.327,373.1166089,188.3618504,1.980850199,HOROZ,55548,264.5850651,0.75978719,0.989810614,0.822866592,0.709121649,0.006786159,0.00105849,0.502853514,0.996077482,0.863216602,
54983,941.046,376.9001653,187.4134185,2.011062859,HOROZ,55651,264.5874711,0.694229798,0.987996622,0.780219122,0.702009432,0.006854849,0.00102695,0.492817243,0.991086454,0.867607593,
54987,946.884,401.5068833,176.3237882,2.277099916,HOROZ,55691,264.5970953,0.753824852,0.987358819,0.770683984,0.65901011,0.007301851,0.000849535,0.434294325,0.988931571,0.898411272,
55046,946.19,376.8101519,187.0892505,2.014066286,HOROZ,55800,264.7390111,0.665095935,0.986487455,0.772643085,0.702579295,0.006845368,0.001028864,0.493617666,0.9941787,0.868032152,
55086,940.551,384.8551747,183.6900387,2.095133614,HOROZ,55586,264.8351819,0.597669473,0.991004929,0.782503705,0.688142448,0.006986443,0.000966383,0.473540028,0.992129631,0.878742297,
,,,,,,,,,,,,,,,,,
,928.946,388.5450147,181.1102517,2.145350752,HOROZ,55620,264.9337207,0.805738256,0.991136282,0.802773975,0.681861073,0.00704818,0.000939811,0.464934523,0.997447629,0.884719271,
55148,939.385,386.7406464,182.4424636,2.119795133,HOROZ,55722,264.9841777,0.675684285,0.989698862,0.785330363,0.685172816,0.007012777,0.000953389,0.469461787,0.995162812,0.881735721,
55175,962.44,408.2768518,173.1254469,2.358271756,HOROZ,55785,265.0490367,0.737042479,0.989065161,0.74852253,0.649189479,0.007399671,0.000810733,0.42144698,0.993886509,0.90564377,
55177,927.376,354.1136831,204.0895353,1.735089859,HOROZ,56835,265.0538405,0.697454242,0.970827835,0.806224967,0.74849929,0.006417777,0.001242596,0.560251187,0.972086154,0.817210699,
55248,929.855,382.2083974,184.313688,2.073684279,HOROZ,55777,265.2243171,0.6213435,0.990515804,0.802963795,0.693925929,0.006918049,0.0009895,0.481533194,0.998547815,0.87604273,
55259,959.642,401.8684761,176.3048731,2.27939517,HOROZ,55950,265.2507191,0.604915161,0.987649687,0.754040011,0.660043609,0.007272453,0.000851434,0.435657565,0.99303575,0.898627296,
55272,938.937,389.9998783,180.8831036,2.15608794,HOROZ,55781,265.2819182,0.596053057,0.990875029,0.787847456,0.680210259,0.007056012,0.000931777,0.462685996,0.997591697,0.885938373,
55314,921.142,378.8703414,186.5047413,2.031424718,HOROZ,55873,265.38269,0.740838959,0.989995168,0.819203426,0.700457811,0.006849448,0.001017099,0.490641145,0.99670055,0.870445188,
55352,915.784,367.4007534,192.9217446,1.904403022,HOROZ,56068,265.4738316,0.67978287,0.987229792,0.829386722,0.72257291,0.006637533,0.001116126,0.522111611,0.994310929,0.85104119,
55374,936.083,374.9582633,189.1784136,1.982035139,HOROZ,56230,265.5265835,0.804761074,0.98477681,0.794121664,0.708149705,0.006771378,0.001050406,0.501476005,0.993943063,0.863393038,
55412,950.15,407.4697047,173.7553106,2.345077704,HOROZ,55983,265.6176757,0.81623875,0.989800475,0.771310679,0.65187098,0.007353456,0.000819064,0.424935775,0.99650741,0.904522875,
55428,928.665,385.0306528,184.5813416,2.085967354,HOROZ,56026,265.656021,0.818802257,0.989326384,0.807645758,0.689960706,0.006946501,0.000971054,0.476045776,0.993015947,0.877599852,
55474,927.591,381.2375019,186.0637386,2.04896185,HOROZ,56164,265.7662328,0.720067497,0.98771455,0.810188909,0.697114611,0.006872364,0.001001158,0.485968781,0.995731492,0.872814534,
55488,930.585,387.3554734,184.352063,2.101172437,HOROZ,56114,265.7997665,0.748129272,0.988844139,0.805187158,0.686190811,0.006980887,0.000954707,0.470857829,0.989353492,0.879485996,
55532,915.732,374.1571202,189.8911852,1.970376454,HOROZ,56178,265.9051304,0.759879584,0.988500837,0.83217832,0.710677724,0.006737685,0.001060184,0.505062827,0.995163902,0.861641608,
55538,943.742,392.6406394,181.8489754,2.159157831,HOROZ,56182,265.919495,0.810099625,0.988537254,0.783598388,0.677259225,0.007069766,0.000917497,0.458680058,0.990362638,0.886283285,
55539,925.316,380.736421,189.7021082,2.007022614,HOROZ,56838,265.921889,0.745890411,0.977145572,0.815131688,0.698440901,0.006855298,0.001006294,0.487819693,0.979065155,0.867033131,
55547,940.167,379.8429594,187.5577238,2.025205636,HOROZ,56288,265.9410404,0.61337235,0.98683556,0.789696959,0.700134184,0.006838226,0.001013557,0.490187876,0.992731249,0.869588556,
55616,910.56,363.1294378,196.382352,1.849094046,HOROZ,56083,266.106164,0.806695386,0.991673056,0.842931877,0.732813527,0.006529226,0.00116149,0.537015665,0.992992469,0.841147755,
55672,952.751,399.0885089,178.2632932,2.238758758,HOROZ,56414,266.240102,0.707467087,0.986847237,0.77070444,0.667120441,0.007168568,0.000875849,0.445049683,0.996358875,0.894695744,
55689,925.555,371.5178289,192.5229812,1.929732371,HOROZ,56406,266.2807485,0.725920615,0.987288586,0.816911144,0.716737469,0.006671296,0.001086002,0.5137126,0.991327833,0.855255486,
55718,913.737,351.3318444,207.7851271,1.690842118,HOROZ,57302,266.3500722,0.798721312,0.972356986,0.838615646,0.758115373,0.006305536,0.001284822,0.574738918,0.97179277,0.806362745,
55720,922.19,372.6116826,194.0394481,1.920288303,HOROZ,56939,266.3548525,0.722810295,0.978591124,0.823341781,0.714832263,0.006687216,0.001077064,0.510985165,0.981238835,0.853706089,
55747,937.638,386.1352451,185.2560101,2.084333161,HOROZ,56592,266.4193779,0.750316294,0.985068561,0.796821356,0.689963895,0.006926565,0.000968285,0.476050177,0.99224717,0.877394431,
55749,926.981,376.674388,188.7362803,1.995770964,HOROZ,56278,266.4241569,0.703421909,0.990600235,0.815277169,0.707306271,0.006756612,0.001043131,0.500282161,0.998448612,0.865412837,
55758,936.443,389.5918224,182.90159,2.130062524,HOROZ,56364,266.4456615,0.66459272,0.989248456,0.79901394,0.68390979,0.006987191,0.000942926,0.467732601,0.996299685,0.882948537,
55823,942.888,390.9030875,183.352648,2.13197405,HOROZ,56438,266.6009211,0.804632659,0.989103087,0.789046902,0.68201283,0.007002545,0.000934557,0.465141501,0.991669609,0.883172218,
55846,930.567,377.4751425,189.3683928,1.993337626,HOROZ,56548,266.6558374,0.632321471,0.987585768,0.810413452,0.706419595,0.006759215,0.00103831,0.499028645,0.994732573,0.865058406,
56137,932.009,376.5197841,191.0161715,1.971140878,HOROZ,56876,267.3496743,0.697319388,0.987006822,0.812117467,0.710054785,0.006707159,0.001051685,0.504177797,0.993805467,0.861757507,
56154,936.002,370.8661794,194.7140061,1.904671301,HOROZ,56971,267.390152,0.697132216,0.985659371,0.805447074,0.720988235,0.006604448,0.001100852,0.519824035,0.99009392,0.851086821,
56178,939.382,382.9148532,187.8800169,2.038081854,HOROZ,56840,267.4472867,0.798981682,0.988353272,0.800003099,0.698451064,0.0068161,0.001000598,0.487833889,0.994245397,0.871352563,
56192,963.141,375.7579382,191.0770265,1.966525987,HOROZ,56961,267.4806096,0.731095498,0.986499535,0.761210223,0.711842871,0.006687036,0.001059132,0.506720273,0.996478585,0.861055522,
56248,946.999,378.6123592,190.3582327,1.988946598,HOROZ,56917,267.6138597,0.604232463,0.988246042,0.788166384,0.706828114,0.006731126,0.001036389,0.499605982,0.993689619,0.864415161,
56290,933.828,346.5760075,212.0083785,1.634727881,HOROZ,58389,267.7137538,0.720890323,0.964051448,0.811161499,0.772453222,0.006156973,0.001352184,0.596683981,0.97541594,0.791072344,
56329,1019.436,359.4270613,204.0419407,1.761535202,HOROZ,58567,267.8064792,0.646812957,0.961787355,0.681117397,0.745092699,0.006380853,0.001213109,0.55516313,0.977939397,0.823244726,
56334,989.798,372.7248213,193.5389833,1.92583848,HOROZ,57684,267.8183648,0.674497126,0.97659663,0.722582284,0.718541802,0.006616339,0.001087942,0.516302321,0.994314877,0.854619754,
56404,922.589,360.3630769,204.5914823,1.761378689,HOROZ,58033,267.9847072,0.710825457,0.971929764,0.832728107,0.743651956,0.006388963,0.001205283,0.553018232,0.974074529,0.823209939,
56413,929.481,377.8808379,191.039673,1.978022848,HOROZ,57007,268.0060866,0.661239656,0.989580227,0.820555624,0.709234393,0.006698471,0.001045477,0.503013424,0.994972045,0.862794185,
